nom,dci1,dosage,unite_dosage,forme,presentation,ppv,ph,prix_br,princeps_generique,taux_remboursement,nom_ar,search_name
anastrozole cooper,ANASTROZOLE,1,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,796.0,529.0,796.0,G,70%,اناستروزولي كووبير,anastrozole cooper
cardensiel,BISOPROLOL,2.5,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME,54.1,33.8,54.1,P,70%,كاردينسييل,cardensiel
bicnu,CARMUSTINE,100,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,505.0,336.0,505.0,P,70%,بيكنو,bicnu
pulmicort turbuhaler,BUDESONIDE,200,µG,POUDRE POUR INHALATION,1 FLACON 100 DOSE,204.0,127.6,204.0,P,70%,بولميكورت توربوهالير,pulmicort turbuhaler
tiasurex lp 1.5 mg,INDAPAMIDE,1.5,MG,COMPRIME LP,1 BOITE 30 COMPRIME A LP,29.3,19.4,29.3,G,0%,تياسوريكس لب 1.5 مج,tiasurex lp 1 5 mg
biosulin r,INSULINE HUMAINE,100,UI,SOLUTION INJECTABLE,1 FLACON 10 ML,130.0,81.2,130.0,G,70%,بيوسولين ر,biosulin r
avolam,LAMIVUDINE,150,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME,256.0,160.0,256.0,G,70%,افولام,avolam
oliclinomel n4-550e,ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES,,NA / NA,SOLUTION ET EMULSION POUR PERFUSION,1 POCHE 2 L,0.0,360.0,360.0,G,0%,وليكلينوميل ن4-550ي,oliclinomel n4 550e
zidime 2g,CEFTAZIDIME,2,G,POUDRE POUR PREPARATION INJECTABLE,1 BOITE 1 FLACON,184.7,122.2,184.7,G,0%,زيديمي 2ج,zidime 2g
paclitaxel mylan pharma 30 mg/5ml,PACLITAXEL,30,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 5 ML,430.0,285.0,430.0,G,70%,باكليتاكسيل ميلان بهارما 30 مج/5مل,paclitaxel mylan pharma 30 mg 5ml
metformine win 500 mg,METFORMINE,500,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,10.4,6.5,10.4,G,70%,ميتفورميني وين 500 مج,metformine win 500 mg
cefalotine pharma 1 g (im - iv),CEFALOTINE,1,G,SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE+AMPOULE DE SOLVANT,28.5,17.8,28.5,G,70%,كيفالوتيني بهارما 1 ج (يم - يف),cefalotine pharma 1 g im iv
pavulon,PANCURONIUM,4,MG,SOLUTION INJECTABLE,1 BOITE 10 AMPOULE INJECTABLE,224.9,148.8,224.9,P,0%,بافولون,pavulon
ervevax,VACCIN ANTI-RUBEOLE,,,PREPARATION INJECTABLE,1 BOITE 1 FLACON,75.4,0.0,75.4,P,70%,يرفيفاكس,ervevax
glycan 500,METFORMINE,500,MG,COMPRIME PELLICULE,1 BOITE 50 COMPRIME,19.5,12.2,19.5,G,70%,جليكان 500,glycan 500
dolgit,IBUPROFENE,5,%,CREME,1 TUBE 50 G,44.4,29.4,44.4,P,0%,دولجيت,dolgit
methergin,METHYLERGOMETRINE,0.25,MG,SOLUTION POUR GOUTTES BUVABLES,1 FLACON 10 ML,40.9,25.5,40.9,P,70%,ميتهيرجين,methergin
avirodin,INDINAVIR,400,MG,GELULE,1 BOITE 60 GELULE,550.0,365.0,550.0,G,70%,افيرودين,avirodin
cymevene,GANCICLOVIR,500,MG,LYOPHILISAT POUR PERFUSION,1 FLACON 10 ML,574.0,381.0,574.0,P,70%,كيميفيني,cymevene
topsyne gras,FLUOCINONIDE,0.05,%,POMMADE,1 TUBE 15 G,23.6,15.6,23.6,P,0%,توبسيني جراس,topsyne gras
daflon,FLAVONOIDES MICRONISES,500,MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME,99.0,65.5,99.0,P,0%,دافلون,daflon
stalevo 150/37.5/200 mg,ENTACAPONE / LEVODOPA / CARBIDOPA,200 / 150 / 40.50,MG / MG / MG,COMPRIME PELLICULE,1 BOITE 100 COMPRIME PELLICULE,1232.8,815.5,1232.8,P,0%,ستاليفو 150/37.5/200 مج,stalevo 150 37 5 200 mg
oxygenor,TRIMETAZIDINE,20,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME,45.0,28.1,45.0,G,70%,وكسيجينور,oxygenor
trifene,IBUPROFENE,2,%,SUSPENSION BUVABLE,1 FLACON 200 ML,23.5,15.5,23.5,G,70%,تريفيني,trifene
soclav nourisson,AMOXICILLINE / ACIDE CLAVULANIQUE,100 / 12.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,38.0,23.7,38.0,G,70%,سوكلاف نووريسسون,soclav nourisson
triadol,TRAMADOL,50,MG,GELULE,1 BOITE 30 GELULE,60.1,37.4,42.1,P,70%,تريادول,triadol
irinocyt 100 mg/5ml,IRINOTECAN,100,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 5 ML,1313.0,1043.0,1313.0,G,70%,يرينوكيت 100 مج/5مل,irinocyt 100 mg 5ml
plavix,CLOPIDOGREL,75,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME,195.8,122.0,195.8,P,70%,بلافيكس,plavix
rejuva-a,TRETINOINE,0.025,%,CREME,1 TUBE 25 G,228.0,150.5,228.0,P,0%,ريجوفا-ا,rejuva a
amikacine mylan,AMIKACINE,500,MG,POUDRE POUR SOLUTION INJECTABLE,20 FLACON 4 ML,1069.0,767.0,1069.0,G,70%,اميكاكيني ميلان,amikacine mylan
avandia,ROSIGLITAZONE,4,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME,105.7,69.9,105.7,P,0%,افانديا,avandia
avd vit b1 c derol,ACIDE ACETYLSALICYLIQUE / ACIDE ASCORBIQUE (VITAMINE C),330 / 200,MG / MG,COMPRIME EFFERVESCENT,1 TUBE 20 COMPRIME EFFERVESCENT,17.85,11.8,17.85,P,0%,افد فيت ب1 ك ديرول,avd vit b1 c derol
tamiflu,OSELTAMIVIR,75,MG,GELULE,1 BOITE 10 GELULE,332.0,220.0,200.0,P,70%,تاميفلو,tamiflu
tagamet,CIMETIDINE,200,MG,COMPRIME EFFERVESCENT,1 BOITE 20 COMPRIME,107.1,70.8,107.1,P,70%,تاجاميت,tagamet
"tuberculine 2 ut / 0,1ml,tuberculine,0.4,mg,preparation injectable intradermique,1 boite 1 flacon,117.0,0.0,117.0,p,0%,""توبيركوليني 2 وت / 0,1مل"",tuberculine 2 ut 0 1ml,,,,,,,,,,,,"
nidazol,METRONIDAZOLE,500,MG,OVULE,1 BOITE 10 OVULE,29.6,18.5,29.6,G,70%,نيدازول,nidazol
bolinan,POVIDONE,2,G,COMPRIME SECABLE,1 BOITE 40 COMPRIME,73.3,48.5,73.3,P,0%,بولينان,bolinan
thiam,THIAMPHENICOL,250,MG,COMPRIME,1 BOITE 16 COMPRIME,26.0,16.2,26.0,G,70%,تهيام,thiam
cicatryl,PARACHLOROMETACRESOL / GAIAZULENE,120 / 7,MG / MG,POMMADE,1 TUBE 80 G,19.2,12.7,19.2,P,0%,كيكاتريل,cicatryl
movicol,MACROGOL 3350,13.125,G,POUDRE POUR SOLUTION BUVABLE,1 BOITE 20 SACHET,73.2,48.4,73.2,P,0%,موفيكول,movicol
ambrolys 30mg/5ml,AMBROXOL,30,MG,SOLUTION BUVABLE,1 FLACON 200 ML,33.0,21.8,33.0,G,0%,امبروليس 30مج/5مل,ambrolys 30mg 5ml
oestrogel,OESTRADIOL,0.06,%,GEL,1 TUBE 80 G,18.5,12.2,18.5,P,0%,ويستروجيل,oestrogel
fluzoft,FLUOXETINE,20,MG,GELULE,1 BOITE 14 GELULE,83.0,51.7,83.0,G,70%,فلوزوفت,fluzoft
rulid,ROXITHROMYCINE,300,MG,COMPRIME PELLICULE,1 BOITE 7 COMPRIME,83.7,52.1,83.7,P,70%,روليد,rulid
potassium,GLUCONATE DE POTASSIUM,15,%,SIROP,1 FLACON 125 ML,24.6,16.3,24.6,G,0%,بوتاسسيوم,potassium
tresorix,CYPROHEPTADINE / VITAMINES,1.5,MG / NA,SIROP,1 FLACON 150 ML,32.4,21.4,32.4,P,0%,تريسوريكس,tresorix
januvia,SITAGLIPTINE,100,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME,393.0,261.0,393.0,P,70%,جانوفيا,januvia
sifrol 2.1 mg,PRAMIPEXOLE,2.1,MG,COMPRIME LP,1 BOITE 30 COMPRIME A LP,1084.0,717.1,1084.0,P,0%,سيفرول 2.1 مج,sifrol 2 1 mg
levothyrox,LEVOTHYROXINE SODIQUE,200,µG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE,37.2,23.2,37.2,P,70%,ليفوتهيروكس,levothyrox
butovent,SALBUTAMOL,2,MG/5ML,SOLUTION BUVABLE,1 FLACON 150 ML,21.9,13.7,21.9,G,70%,بوتوفينت,butovent
cetaxon,CEFOTAXIME,500,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,28.6,17.8,28.6,G,70%,كيتاكسون,cetaxon
dontomycine,SPIRAMYCINE,3,MUI,COMPRIME PELLICULE,1 BOITE 10 COMPRIME,69.5,43.3,69.5,G,70%,دونتوميكيني,dontomycine
escodyne,VITAMINES / MINERAUX,,NA / NA,COMPRIME EFFERVESCENT,1 BOITE 10 COMPRIME,34.5,22.8,34.5,P,0%,يسكوديني,escodyne
alfacar,SUCRALFATE,1,G,SUSPENSION BUVABLE,1 BOITE 30 SACHET,81.45,0.0,81.45,G,0%,الفاكار,alfacar
vascor,TRIMETAZIDINE,20,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME,68.3,42.7,68.3,G,70%,فاسكور,vascor
voltfast 50 mg,DICLOFENAC,50,MG,POUDRE POUR SOLUTION BUVABLE,1 BOITE 9 SACHET,49.7,32.9,49.7,P,0%,فولتفاست 50 مج,voltfast 50 mg
celebrex,CELECOXIB,200,MG,GELULE,1 BOITE 10 GELULE,89.0,55.4,82.0,P,70%,كيليبريكس,celebrex
coveram 5mg/5mg,PERINDOPRIL / AMLODIPINE,5 / 5,MG / MG,COMPRIME,1 BOITE 30 COMPRIME,238.0,157.4,238.0,P,0%,كوفيرام 5مج/5مج,coveram 5mg 5mg
supralox,HYDROXYDE D'ALUMINIUM / HYDROXYDE DE MAGNESIUM,900 / 600,MG / MG,SUSPENSION BUVABLE,1 FLACON 250 ML,47.0,31.1,47.0,P,0%,سوبرالوكس,supralox
propofan,DEXTROPROPOXYPHENE / PARACETAMOL,30 / 400,MG / MG,COMPRIME,1 BOITE 20 COMPRIME,25.0,16.5,25.0,G,0%,بروبوفان,propofan
megaflox,CIPROFLOXACINE,250,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME,60.0,37.4,60.0,G,70%,ميجافلوكس,megaflox
vaccin polyosidique meningococcique,VACCIN ANTIMENINGOCOCCIQUE A ET C,,,POUDRE POUR SUSPENSION INJECTABLE,1 BOITE 1 SERINGUE PREREMPLIE,100.6,62.7,100.6,P,70%,فاككين بوليوسيديقوي مينينجوكوككيقوي,vaccin polyosidique meningococcique
myrin 50,THALIDOMIDE,50,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME ENROBE,0.0,1077.0,1077.0,G,0%,ميرين 50,myrin 50
efdol,PARACETAMOL,200,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,10.2,6.4,10.2,G,70%,يفدول,efdol
ambrolys 15mg/5ml,AMBROXOL,15,MG,SOLUTION BUVABLE,1 FLACON 200 ML,27.5,18.2,27.5,G,0%,امبروليس 15مج/5مل,ambrolys 15mg 5ml
glucagen hypokit,GLUCAGON,1,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 KIT,287.0,179.4,287.0,P,70%,جلوكاجين هيبوكيت,glucagen hypokit
pregnyl,GONADOTROPHINE CHORIONIQUE HUMAINE (HCG),5000,UI,LYOPHILISAT ET SOLVANT POUR USAGE PARENTERAL,1 BOITE 3 AMPOULE INJECTABLE,199.9,132.2,199.9,P,0%,بريجنيل,pregnyl
flupen 500 mg,FLUCLOXACILLINE,500,MG,GELULE,1 BOITE 24 GELULE,67.0,44.3,67.0,G,0%,فلوبين 500 مج,flupen 500 mg
mexine 250 mg,CIPROFLOXACINE,250,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE,72.0,47.6,72.0,G,0%,ميكسيني 250 مج,mexine 250 mg
isudrine,ALUMINIUM / MAGNESIUM,12.38 / 152,G / MG,SUSPENSION BUVABLE,1 BOITE 12 SACHET,28.55,18.9,28.55,G,0%,يسودريني,isudrine
sertraline gt,SERTRALINE,50,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE,82.6,54.6,82.6,G,70%,سيرتراليني جت,sertraline gt
cataflam 50 mg,DICLOFENAC,50,MG,COMPRIME ENROBE,1 BOITE 10 COMPRIME ENROBE,24.0,14.9,24.0,P,70%,كاتافلام 50 مج,cataflam 50 mg
hibor 5000 ui anti xa,BEMIPARINE,5000,UI,SOLUTION INJECTABLE,1 BOITE 10 SERINGUE PREREMPLIE,852.1,563.6,852.1,P,0%,هيبور 5000 وي انتي كسا,hibor 5000 ui anti xa
floxedol,OFLOXACINE,3,MG,COLLYRE,1 FLACON 5 ML,40.0,24.9,40.0,G,70%,فلوكسيدول,floxedol
vexol,RIMEXOLONE,1,%,COLLYRE,1 FLACON 5 ML,89.7,59.3,89.7,P,0%,فيكسول,vexol
dobutamine aguettant 250 mg,DOBUTAMINE,250,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 10 FLACON,1463.0,1197.0,1463.0,G,70%,دوبوتاميني اجويتتانت 250 مج,dobutamine aguettant 250 mg
soclav,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125,G / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 16 SACHET,124.0,77.3,124.0,G,70%,سوكلاف,soclav
solacy,L-CYSTINE / SOUFFRE PRECIPITE,72.6 / 22,MG / MG,GELULE,1 BOITE 45 GELULE,37.4,24.7,37.4,P,0%,سولاكي,solacy
pravastatine gt 40 mg,PRAVASTATINE,40,MG,COMPRIME,1 BOITE 30 COMPRIME,315.0,208.4,315.0,G,0%,برافاستاتيني جت 40 مج,pravastatine gt 40 mg
morbilvax vaccin,VACCIN ANTIROUGEOLEUX,,,PREPARATION INJECTABLE,1 BOITE 1 DOSE,58.0,0.0,58.0,P,70%,موربيلفاكس فاككين,morbilvax vaccin
zyrdol,METRONIDAZOLE,250,MG,COMPRIME,1 BOITE 20 COMPRIME,17.0,10.6,17.0,G,70%,زيردول,zyrdol
serdep 20 mg,FLUOXETINE,20,MG,GELULE,1 BOITE 14 GELULE,89.7,55.9,89.7,G,70%,سيرديب 20 مج,serdep 20 mg
granocyte 34,LENOGRASTIM,33.6,MUI,POUDRE POUR SOLUTION INJECTABLE,5 FLACON 1 ML,3423.0,3073.0,3423.0,P,70%,جرانوكيتي 34,granocyte 34
istacyne,DOXYCYCLINE,100,MG,COMPRIME,1 BOITE 10 COMPRIME,22.0,13.7,22.0,G,70%,يستاكيني,istacyne
co-anginib,LOSARTAN / HYDROCHLOROTHIAZIDE,50 / 12.5,MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,167.9,104.9,167.9,G,70%,كو-انجينيب,co anginib
mannitol 20 % sothema,MANNITOL,20,%,SOLUTION POUR PERFUSION,1 POCHE 250 ML,21.1,0.0,21.1,G,0%,ماننيتول 20 % سوتهيما,mannitol 20 sothema
supradyne pronatal,MULTIVITAMINES ET MINERAUX,,,COMPRIME ENROBE,1 BOITE 30 COMPRIME,77.7,51.4,77.7,P,0%,سوبراديني بروناتال,supradyne pronatal
campto,IRINOTECAN,40,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 2 ML,533.0,354.0,533.0,P,70%,كامبتو,campto
normacol lavement enf,PHOSPHATE DISODIQUE / PHOSPHATE MONOSODIQUE,4.8 / 10.92,G / MG,SOLUTION RECTALE,1 FLACON 60 ML,21.0,13.9,21.0,P,0%,نورماكول لافيمينت ينف,normacol lavement enf
collyre bleu,METHYLTHIONINIUM HYDROXYDE / NAPHAZOLINE,2 / 5,MG / MG,COLLYRE,1 FLACON 10 ML,18.5,12.2,18.5,P,0%,كولليري بليو,collyre bleu
bleu patente,BLEU PATENTE,2.5,%,SOLUTION INJECTABLE,1 BOITE 5 AMPOULE,129.7,85.8,129.7,P,0%,بليو باتينتي,bleu patente
rheumon im,ETOFENAMATE,1,G/2ML,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE,29.0,19.2,29.0,P,70%,رهيومون يم,rheumon im
benadryl,DIPHENHYDRAMINE,3.5,G,SOLUTION BUVABLE,1 FLACON 125 ML,11.25,0.0,11.25,P,0%,بينادريل,benadryl
isofra,FRAMYCETINE,0.8,MUI,SOLUTION POUR PULVERISATION NASALE,1 FLACON 15 ML,21.05,0.0,21.05,P,0%,يسوفرا,isofra
diastab,GLICLAZIDE,80,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME SECABLE,60.0,37.5,60.0,G,70%,دياستاب,diastab
lescol,FLUVASTATINE,20,MG,GELULE,1 BOITE 28 GELULE,225.3,149.0,225.3,P,70%,ليسكول,lescol
pyostacine,PRISTINAMYCINE,500,MG,COMPRIME PELLICULE SECABLE,1 BOITE 16 COMPRIME SECABLE,192.05,127.0,192.05,P,0%,بيوستاكيني,pyostacine
depo medrol,METHYLPREDNISOLONE,80,MG,SUSPENSION INJECTABLE,1 SERINGUE 2 ML,40.3,25.2,40.3,P,70%,ديبو ميدرول,depo medrol
persantine,DIPYRIDAMOL,75,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME,31.5,19.7,31.5,P,70%,بيرسانتيني,persantine
dopamine aguettant 10mg/ml,DOPAMINE,10,MG,SOLUTION POUR PERFUSION,1 BOITE 50 AMPOULE INJECTABLE,0.0,323.2,323.2,G,0%,دوباميني اجويتتانت 10مج/مل,dopamine aguettant 10mg ml
xatral,ALFUZOSINE,2.5,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,104.8,65.3,104.8,P,70%,كساترال,xatral
spasmoplus,PROPYPHENAZONE / CODEINE,220 / 25,MG / MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME,33.2,21.95,33.2,P,0%,سباسموبلوس,spasmoplus
caustinerf arsenical,EPHEDRINE,1,%,PATE DENTAIRE,1 POT 6.5 G,230.0,0.0,230.0,P,0%,كاوستينيرف ارسينيكال,caustinerf arsenical
fortum,CEFTAZIDIME,500,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,73.5,45.8,73.5,P,70%,فورتوم,fortum
okarubicin,DOXORUBICINE,10,MG,LYOPHILISAT POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,90.0,56.2,90.0,G,70%,وكاروبيكين,okarubicin
betaserc 24 mg,BETAHISTINE,24,MG,COMPRIME,1 BOITE 30 COMPRIME,78.0,51.6,78.0,P,0%,بيتاسيرك 24 مج,betaserc 24 mg
macrocid,ERYTHROMYCINE,500,MG,COMPRIME,1 BOITE 20 COMPRIME,82.9,51.6,82.9,G,70%,ماكروكيد,macrocid
hemidaonil,GLIBENCLAMIDE,2.5,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME,28.4,17.7,28.4,P,70%,هيميداونيل,hemidaonil
givalex,HEXETIDINE / CHOLINE SALICYLATE,100 / 500,MG / MG,SOLUTION POUR BAIN DE BOUCHE,1 FLACON 125 ML,15.8,10.4,15.8,P,0%,جيفاليكس,givalex
ondansetron mylan 4 mg/2ml,ONDANSETRON,4,MG,SOLUTION INJECTABLE,5 AMPOULE 2 ML,251.0,156.9,251.0,G,70%,وندانسيترون ميلان 4 مج/2مل,ondansetron mylan 4 mg 2ml
gardenal,PHENOBARBITAL,40,MG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 FLACON 2 ML,13.3,8.3,13.3,P,70%,جاردينال,gardenal
mazax 200 mg / 5 ml,AZITHROMYCINE,200,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,61.0,40.3,61.0,G,0%,مازاكس 200 مج / 5 مل,mazax 200 mg 5 ml
homeovox,SOUCHE HOMEOPATHIQUE,,,COMPRIME ENROBE,1 FLACON 55 DRAGEE,36.0,23.5,36.0,P,0%,هوميوفوكس,homeovox
biperidys 20mg,DOMPERIDONE,20,MG,COMPRIME PELLICULE SECABLE,1 BOITE 20 COMPRIME PELLICULE,39.0,25.8,39.0,P,0%,بيبيريديس 20مج,biperidys 20mg
klarcine 500 mg,CLARITHROMYCINE,500,MG,COMPRIME ENROBE,1 BOITE 14 COMPRIME ENROBE,192.2,119.8,192.2,G,70%,كلاركيني 500 مج,klarcine 500 mg
formomicin,FORMOCORTAL / GENTAMICINE,0.05 / 0.3,MG / G,COLLYRE,5 FLACON .5 ML,23.7,0.0,23.7,G,0%,فورموميكين,formomicin
nevipan,NEVIRAPINE,200,MG,COMPRIME,1 BOITE 60 COMPRIME,697.0,463.0,697.0,G,70%,نيفيبان,nevipan
marvil,OLANZAPINE,5,MG,COMPRIME,1 BOITE 28 COMPRIME,160.0,99.7,160.0,G,70%,مارفيل,marvil
activelle,ESTRADIOL / NORETHISTERONE,1 / 0.5,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME,129.0,85.3,129.0,P,0%,اكتيفيللي,activelle
zofora,PIROXICAM,20,MG,GELULE,1 BOITE 15 GELULE,43.9,29.0,43.9,G,70%,زوفورا,zofora
dexatopic,DEXAMETHASONE / NANDROLONE,0.44 / 0.44,MG / MG,CREME,1 TUBE 15 G,20.5,13.6,20.5,P,0%,ديكساتوبيك,dexatopic
trileptal,OXCARBAZEPINE,300,MG,COMPRIME PELLICULE,1 BOITE 50 COMPRIME SECABLE,222.0,138.8,222.0,P,70%,تريليبتال,trileptal
di-indo 50 mg,INDOMETACINE,50,MG,COMPRIME EFFERVESCENT,1 BOITE 15 COMPRIME EFFERVESCENT,58.0,38.4,58.0,G,0%,دي-يندو 50 مج,di indo 50 mg
grinzole,METRONIDAZOLE,10,G,PATE DENTAIRE,1 TUBE 4.5 G,370.0,0.0,370.0,P,0%,جرينزولي,grinzole
srilane,IDROCILAMIDE,5,G,CREME,1 TUBE 60 G,27.2,18.0,27.2,P,0%,سريلاني,srilane
redlip,SIMVASTATINE,20,MG,COMPRIME ENROBE SECABLE,1 BOITE 30 COMPRIME,130.0,81.2,130.0,G,70%,ريدليب,redlip
artane,TRIHEXYPHENIDYLE,5,MG,COMPRIME,1 BOITE 20 COMPRIME,13.3,8.3,13.3,P,70%,ارتاني,artane
pulvo 47,CATALASE / HEXAMIDINE,800000 / 40,UI / MG,POUDRE POUR APPLICATION LOCALE,1 FLACON 4 G,71.3,0.0,71.3,P,0%,بولفو 47,pulvo 47
zoxan lp 4mg,DOXAZOSINE,4,MG,COMPRIME LP,1 BOITE 28 COMPRIME A LP,230.0,152.1,230.0,P,0%,زوكسان لب 4مج,zoxan lp 4mg
eupantol 40 mg,PANTOPRAZOLE,40,MG,COMPRIME GASTRO-RESISTANT,1 BOITE 14 COMPRIME GASTRO-RESISTANT,198.0,131.0,198.0,P,0%,يوبانتول 40 مج,eupantol 40 mg
tracrium,ATRACURIUM,25,MG,SOLUTION INJECTABLE,1 BOITE 10 AMPOULE INJECTABLE,545.2,0.0,545.2,P,0%,تراكريوم,tracrium
ares,CIPROFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME PELLICULE,72.2,45.0,72.2,G,70%,اريس,ares
microlax,SORBITOL / CITRATE DE SODIUM,4.465 / 0.45,G / G,GEL RECTAL,1 BOITE 6 RECIPIENT,21.1,13.9,21.1,P,0%,ميكرولاكس,microlax
zyprexa,OLANZAPINE,5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME,465.0,308.0,160.0,P,70%,زيبريكسا,zyprexa
xalacom,LATANOPROST / TIMOLOL,50 / 5,µG / MG,COLLYRE,1 FLACON 2.5 ML,213.0,132.8,213.0,P,70%,كسالاكوم,xalacom
beclojet,BECLOMETASONE,250,µG,SOLUTION POUR INHALATION BUCCALE,1 FLACON 200 DOSE,133.4,88.2,133.4,G,70%,بيكلوجيت,beclojet
zilden,DILTIAZEM,60,MG,COMPRIME,1 BOITE 30 COMPRIME,53.4,33.4,53.4,G,70%,زيلدين,zilden
transilac,LACTULOSE,50,MG,SOLUTION BUVABLE,1 BOITE 20 SACHET,71.4,47.2,71.4,G,0%,ترانسيلاك,transilac
ciproxine monodose,CIPROFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 1 COMPRIME,39.0,25.8,39.0,P,70%,كيبروكسيني مونودوسي,ciproxine monodose
dotarem,ACIDE GADOTERIQUE,0.5,MMOLE,SOLUTION INJECTABLE,1 FLACON 20 ML,1242.6,822.0,1242.6,P,0%,دوتاريم,dotarem
risordan,ISOSORBIDE DINITRATE,10,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME,27.5,17.2,27.5,P,70%,ريسوردان,risordan
stablon,TIANEPTINE,12.5,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME,116.5,72.5,116.5,P,70%,ستابلون,stablon
sulfaprim fort,SULFAMETHOXAZOLE / TRIMETHOPRIME,800 / 160,MG / MG,COMPRIME,1 BOITE 20 COMPRIME,26.5,16.5,26.5,G,70%,سولفابريم فورت,sulfaprim fort
vasobral,DIHYDROERGOCRYPTINE,50,MG,SOLUTION BUVABLE,1 FLACON 50 ML,42.8,28.3,42.8,P,0%,فاسوبرال,vasobral
di-algik,PARACETAMOL / DEXTROPROPOXYPHENE,400 / 30,MG / MG,GELULE,1 BOITE 20 GELULE,21.5,14.2,21.5,G,0%,دي-الجيك,di algik
agrastat 50 microgrammes/ml,TIROFIBAN,50,µG,SOLUTION POUR PERFUSION,1 POCHE 250 ML,0.0,2250.0,2250.0,P,0%,اجراستات 50 ميكروجرامميس/مل,agrastat 50 microgrammes ml
maxepa,HUILE NATURELLE DE CHAIR DE POISSON,1,G,CAPSULE,1 BOITE 60 CAPSULE,170.7,112.9,170.7,P,0%,ماكسيبا,maxepa
micropakine lp,VALPROATE DE SODIUM,500,MG,GRANULE LP,1 BOITE 30 SACHET,176.4,109.9,176.4,P,70%,ميكروباكيني لب,micropakine lp
cantabiline 400,HYMECROMONE,400,MG,COMPRIME,1 BOITE 30 COMPRIME,42.8,28.3,42.8,P,0%,كانتابيليني 400,cantabiline 400
mononitril,ISOSORBIDE MONONITRATE,40,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME,65.2,40.7,65.2,G,70%,مونونيتريل,mononitril
pivalone,TIXOCORTOL,1,%,SUSPENSION NASALE,1 FLACON 10 ML,24.4,15.2,24.4,P,70%,بيفالوني,pivalone
levamox 500 mg/62.5 mg,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5,MG / MG,COMPRIME EFFERVESCENT,1 BOITE 24 COMPRIME EFFERVESCENT,175.5,116.1,175.5,G,0%,ليفاموكس 500 مج/62.5 مج,levamox 500 mg 62 5 mg
ondansetron aguettant 2 mg/ml,ONDANSETRON,4,MG,SOLUTION INJECTABLE,10 AMPOULE 2 ML,326.0,216.0,326.0,G,70%,وندانسيترون اجويتتانت 2 مج/مل,ondansetron aguettant 2 mg ml
thymoglobuline,IMMUNOGLOBULINES DE LAPIN ANTITHYMOCYTES HUMAINS,25,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,1042.4,0.0,1042.4,P,70%,تهيموجلوبوليني,thymoglobuline
